ProgramName,Mitigation,Action,RemovalAllowed,ID,Comment
Acrobat.exe,ForceRelocateImages,On,True,019a8e3d-c992-7dc9-8a8e-9da49131bb49,Adobe Acrobat - Enabled by default system-wide
Acrobat.exe,RequireInfo,On,True,019a8e3d-c992-7dc9-8a8e-9da49131bb49,Adobe Acrobat - This option blocks the loading of images that have had relocation information stripped. Some older applications strip out this information in production builds and therefore these binaries can't be rebased.
Acrobat.exe,StrictHandle,On,True,019a8e3d-c992-7dc9-8a8e-9da49131bb49,Adobe Acrobat - A mitigation that helps protect against an attacker using an existing handle to access a protected object.
Acrobat.exe,EnforceModuleDependencySigning,On,True,019a8e3d-c992-7dc9-8a8e-9da49131bb49,Adobe Acrobat - helps protect against attacks that attempt to substitute code for dlls that are statically linked by Windows binaries.
Acrobat.exe,DisableNonSystemFonts,On,True,019a8e3d-c992-7dc9-8a8e-9da49131bb49,Adobe Acrobat - Only fonts that are installed into the windows\fonts directory will be loaded for processing by GDI.
Acrobat.exe,BlockRemoteImageLoads,On,True,019a8e3d-c992-7dc9-8a8e-9da49131bb49,Adobe Acrobat - Prevents the application from loading images from remote devices.
Acrobat.exe,BlockLowLabelImageLoads,On,True,019a8e3d-c992-7dc9-8a8e-9da49131bb49,Adobe Acrobat - prevents the application from loading files that are untrusted typically because they've been downloaded from the internet from a sandboxed browser.
Acrobat.exe,EnableRopStackPivot,On,True,019a8e3d-c992-7dc9-8a8e-9da49131bb49,Adobe Acrobat - helps protect against the Stack Pivot attack; a ROP attack where an attacker creates a fake stack in heap memory and then tricks the application into returning into the fake stack that controls the flow of execution.
Acrobat.exe,EnableRopCallerCheck,On,True,019a8e3d-c992-7dc9-8a8e-9da49131bb49,Adobe Acrobat - a mitigation for return-oriented programming (ROP) techniques that validates that sensitive APIs were called from a valid caller.
Acrobat.exe,UserShadowStack,On,True,019a8e3d-c992-7dc9-8a8e-9da49131bb49,Adobe Acrobat - user-mode Hardware-enforced Stack Protection is enabled for the process in compatibility mode. This means that the CPU verifies function return addresses at runtime by employing a shadow stack mechanism if supported by the hardware. In compatibility mode only shadow stack violations occurring in modules that are considered compatible with shadow stacks (CETCOMPAT) are fatal. For a module to be considered CETCOMPAT it needs to be either compiled with CETCOMPAT for binaries or marked using SetProcessDynamicEnforcedCetCompatibleRanges for dynamic code.
OneDrive.exe,StrictHandle,On,True,019a8e3e-00a1-723f-b191-db80c9f5a2cb,OneDrive - A mitigation that helps protect against an attacker using an existing handle to access a protected object.
OneDrive.exe,DisableExtensionPoints,On,True,019a8e3e-00a1-723f-b191-db80c9f5a2cb,OneDrive - This mitigation disables various extension points for an application which might be used to establish persistence or elevate privileges of malicious content.
OneDrive.exe,MicrosoftSignedOnly,On,True,019a8e3e-00a1-723f-b191-db80c9f5a2cb,OneDrive - (a.k.a Code integrity guard) ensures that all binaries loaded into a process are digitally signed by Microsoft.
OneDrive.exe,AllowStoreSignedBinaries,On,True,019a8e3e-00a1-723f-b191-db80c9f5a2cb,OneDrive - Applications that are distributed by the Microsoft Store are digitally signed by the Microsoft Store and adding this configuration allows binaries that have gone through the store certification process to be loaded by the application.
OneDrive.exe,EnforceModuleDependencySigning,On,True,019a8e3e-00a1-723f-b191-db80c9f5a2cb,OneDrive - helps protect against attacks that attempt to substitute code for dlls that are statically linked by Windows binaries.
OneDrive.exe,EnableRopStackPivot,On,True,019a8e3e-00a1-723f-b191-db80c9f5a2cb,OneDrive - helps protect against the Stack Pivot attack; a ROP attack where an attacker creates a fake stack in heap memory and then tricks the application into returning into the fake stack that controls the flow of execution.
OneDrive.exe,EnableRopCallerCheck,On,True,019a8e3e-00a1-723f-b191-db80c9f5a2cb,OneDrive - a mitigation for return-oriented programming (ROP) techniques that validates that sensitive APIs were called from a valid caller.
EXCEL.EXE,StrictHandle,On,True,019a8e3e-305d-7133-8dd3-13c1f9563dcc,Excel - A mitigation that helps protect against an attacker using an existing handle to access a protected object.
EXCEL.EXE,DisableExtensionPoints,On,True,019a8e3e-305d-7133-8dd3-13c1f9563dcc,Excel - This mitigation disables various extension points for an application which might be used to establish persistence or elevate privileges of malicious content.
EXCEL.EXE,MicrosoftSignedOnly,On,True,019a8e3e-305d-7133-8dd3-13c1f9563dcc,Excel - (a.k.a Code integrity guard) ensures that all binaries loaded into a process are digitally signed by Microsoft.
EXCEL.EXE,AllowStoreSignedBinaries,On,True,019a8e3e-305d-7133-8dd3-13c1f9563dcc,Excel - Applications that are distributed by the Microsoft Store are digitally signed by the Microsoft Store and adding this configuration allows binaries that have gone through the store certification process to be loaded by the application.
EXCEL.EXE,EnforceModuleDependencySigning,On,True,019a8e3e-305d-7133-8dd3-13c1f9563dcc,Excel - helps protect against attacks that attempt to substitute code for dlls that are statically linked by Windows binaries.
EXCEL.EXE,EnableRopStackPivot,On,True,019a8e3e-305d-7133-8dd3-13c1f9563dcc,Excel - helps protect against the Stack Pivot attack; a ROP attack where an attacker creates a fake stack in heap memory and then tricks the application into returning into the fake stack that controls the flow of execution.
EXCEL.EXE,EnableRopCallerCheck,On,True,019a8e3e-305d-7133-8dd3-13c1f9563dcc,Excel - a mitigation for return-oriented programming (ROP) techniques that validates that sensitive APIs were called from a valid caller.
MSACCESS.EXE,StrictHandle,On,True,019a8e3e-6298-7b36-a2bc-166e911c96b1,Access - A mitigation that helps protect against an attacker using an existing handle to access a protected object.
MSACCESS.EXE,DisableExtensionPoints,On,True,019a8e3e-6298-7b36-a2bc-166e911c96b1,Access - This mitigation disables various extension points for an application which might be used to establish persistence or elevate privileges of malicious content.
MSACCESS.EXE,MicrosoftSignedOnly,On,True,019a8e3e-6298-7b36-a2bc-166e911c96b1,Access - (a.k.a Code integrity guard) ensures that all binaries loaded into a process are digitally signed by Microsoft.
MSACCESS.EXE,AllowStoreSignedBinaries,On,True,019a8e3e-6298-7b36-a2bc-166e911c96b1,Access - Applications that are distributed by the Microsoft Store are digitally signed by the Microsoft Store and adding this configuration allows binaries that have gone through the store certification process to be loaded by the application.
MSACCESS.EXE,EnforceModuleDependencySigning,On,True,019a8e3e-6298-7b36-a2bc-166e911c96b1,Access - helps protect against attacks that attempt to substitute code for dlls that are statically linked by Windows binaries.
MSACCESS.EXE,EnableRopStackPivot,On,True,019a8e3e-6298-7b36-a2bc-166e911c96b1,Access - helps protect against the Stack Pivot attack; a ROP attack where an attacker creates a fake stack in heap memory and then tricks the application into returning into the fake stack that controls the flow of execution.
MSACCESS.EXE,EnableRopCallerCheck,On,True,019a8e3e-6298-7b36-a2bc-166e911c96b1,Access - a mitigation for return-oriented programming (ROP) techniques that validates that sensitive APIs were called from a valid caller.
MSPUB.EXE,StrictHandle,On,True,019a8e3e-9962-7403-97ed-cd7cab2050d7,Publisher - A mitigation that helps protect against an attacker using an existing handle to access a protected object.
MSPUB.EXE,DisableExtensionPoints,On,True,019a8e3e-9962-7403-97ed-cd7cab2050d7,Publisher - This mitigation disables various extension points for an application which might be used to establish persistence or elevate privileges of malicious content.
MSPUB.EXE,MicrosoftSignedOnly,On,True,019a8e3e-9962-7403-97ed-cd7cab2050d7,Publisher - (a.k.a Code integrity guard) ensures that all binaries loaded into a process are digitally signed by Microsoft.
MSPUB.EXE,AllowStoreSignedBinaries,On,True,019a8e3e-9962-7403-97ed-cd7cab2050d7,Publisher - Applications that are distributed by the Microsoft Store are digitally signed by the Microsoft Store and adding this configuration allows binaries that have gone through the store certification process to be loaded by the application.
MSPUB.EXE,EnforceModuleDependencySigning,On,True,019a8e3e-9962-7403-97ed-cd7cab2050d7,Publisher - helps protect against attacks that attempt to substitute code for dlls that are statically linked by Windows binaries.
MSPUB.EXE,EnableRopStackPivot,On,True,019a8e3e-9962-7403-97ed-cd7cab2050d7,Publisher - helps protect against the Stack Pivot attack; a ROP attack where an attacker creates a fake stack in heap memory and then tricks the application into returning into the fake stack that controls the flow of execution.
MSPUB.EXE,EnableRopCallerCheck,On,True,019a8e3e-9962-7403-97ed-cd7cab2050d7,Publisher - a mitigation for return-oriented programming (ROP) techniques that validates that sensitive APIs were called from a valid caller.
ONENOTE.EXE,StrictHandle,On,True,019a8e3e-cf63-7a82-9c31-3a07889d065e,OneNote - A mitigation that helps protect against an attacker using an existing handle to access a protected object.
ONENOTE.EXE,DisableExtensionPoints,On,True,019a8e3e-cf63-7a82-9c31-3a07889d065e,OneNote - This mitigation disables various extension points for an application which might be used to establish persistence or elevate privileges of malicious content.
ONENOTE.EXE,MicrosoftSignedOnly,On,True,019a8e3e-cf63-7a82-9c31-3a07889d065e,OneNote - (a.k.a Code integrity guard) ensures that all binaries loaded into a process are digitally signed by Microsoft.
ONENOTE.EXE,AllowStoreSignedBinaries,On,True,019a8e3e-cf63-7a82-9c31-3a07889d065e,OneNote - Applications that are distributed by the Microsoft Store are digitally signed by the Microsoft Store and adding this configuration allows binaries that have gone through the store certification process to be loaded by the application.
ONENOTE.EXE,EnforceModuleDependencySigning,On,True,019a8e3e-cf63-7a82-9c31-3a07889d065e,OneNote - helps protect against attacks that attempt to substitute code for dlls that are statically linked by Windows binaries.
ONENOTE.EXE,EnableRopStackPivot,On,True,019a8e3e-cf63-7a82-9c31-3a07889d065e,OneNote - helps protect against the Stack Pivot attack; a ROP attack where an attacker creates a fake stack in heap memory and then tricks the application into returning into the fake stack that controls the flow of execution.
ONENOTE.EXE,EnableRopCallerCheck,On,True,019a8e3e-cf63-7a82-9c31-3a07889d065e,OneNote - a mitigation for return-oriented programming (ROP) techniques that validates that sensitive APIs were called from a valid caller.
OUTLOOK.EXE,StrictHandle,On,True,019a8e3f-070e-7f40-aee7-43d6027846a4,Outlook - A mitigation that helps protect against an attacker using an existing handle to access a protected object.
OUTLOOK.EXE,DisableExtensionPoints,On,True,019a8e3f-070e-7f40-aee7-43d6027846a4,Outlook - This mitigation disables various extension points for an application which might be used to establish persistence or elevate privileges of malicious content.
OUTLOOK.EXE,MicrosoftSignedOnly,On,True,019a8e3f-070e-7f40-aee7-43d6027846a4,Outlook - (a.k.a Code integrity guard) ensures that all binaries loaded into a process are digitally signed by Microsoft.
OUTLOOK.EXE,AllowStoreSignedBinaries,On,True,019a8e3f-070e-7f40-aee7-43d6027846a4,Outlook - Applications that are distributed by the Microsoft Store are digitally signed by the Microsoft Store and adding this configuration allows binaries that have gone through the store certification process to be loaded by the application.
OUTLOOK.EXE,EnforceModuleDependencySigning,On,True,019a8e3f-070e-7f40-aee7-43d6027846a4,Outlook - helps protect against attacks that attempt to substitute code for dlls that are statically linked by Windows binaries.
OUTLOOK.EXE,EnableRopStackPivot,On,True,019a8e3f-070e-7f40-aee7-43d6027846a4,Outlook - helps protect against the Stack Pivot attack; a ROP attack where an attacker creates a fake stack in heap memory and then tricks the application into returning into the fake stack that controls the flow of execution.
OUTLOOK.EXE,EnableRopCallerCheck,On,True,019a8e3f-070e-7f40-aee7-43d6027846a4,Outlook - a mitigation for return-oriented programming (ROP) techniques that validates that sensitive APIs were called from a valid caller.
POWERPNT.EXE,StrictHandle,On,True,019a8e3f-363b-7d10-a8d7-3ee3456cbdeb,Power Point - A mitigation that helps protect against an attacker using an existing handle to access a protected object.
POWERPNT.EXE,DisableExtensionPoints,On,True,019a8e3f-363b-7d10-a8d7-3ee3456cbdeb,Power Point - This mitigation disables various extension points for an application which might be used to establish persistence or elevate privileges of malicious content.
POWERPNT.EXE,MicrosoftSignedOnly,On,True,019a8e3f-363b-7d10-a8d7-3ee3456cbdeb,Power Point - (a.k.a Code integrity guard) ensures that all binaries loaded into a process are digitally signed by Microsoft.
POWERPNT.EXE,AllowStoreSignedBinaries,On,True,019a8e3f-363b-7d10-a8d7-3ee3456cbdeb,Power Point - Applications that are distributed by the Microsoft Store are digitally signed by the Microsoft Store and adding this configuration allows binaries that have gone through the store certification process to be loaded by the application.
POWERPNT.EXE,EnforceModuleDependencySigning,On,True,019a8e3f-363b-7d10-a8d7-3ee3456cbdeb,Power Point - helps protect against attacks that attempt to substitute code for dlls that are statically linked by Windows binaries.
POWERPNT.EXE,EnableRopStackPivot,On,True,019a8e3f-363b-7d10-a8d7-3ee3456cbdeb,Power Point - helps protect against the Stack Pivot attack; a ROP attack where an attacker creates a fake stack in heap memory and then tricks the application into returning into the fake stack that controls the flow of execution.
POWERPNT.EXE,EnableRopCallerCheck,On,True,019a8e3f-363b-7d10-a8d7-3ee3456cbdeb,Power Point - a mitigation for return-oriented programming (ROP) techniques that validates that sensitive APIs were called from a valid caller.
WINWORD.EXE,StrictHandle,On,True,019a8e3f-634a-79aa-ac2f-f701c87abc0f,Word - A mitigation that helps protect against an attacker using an existing handle to access a protected object.
WINWORD.EXE,DisableExtensionPoints,On,True,019a8e3f-634a-79aa-ac2f-f701c87abc0f,Word - This mitigation disables various extension points for an application which might be used to establish persistence or elevate privileges of malicious content.
WINWORD.EXE,MicrosoftSignedOnly,On,True,019a8e3f-634a-79aa-ac2f-f701c87abc0f,Word - (a.k.a Code integrity guard) ensures that all binaries loaded into a process are digitally signed by Microsoft.
WINWORD.EXE,AllowStoreSignedBinaries,On,True,019a8e3f-634a-79aa-ac2f-f701c87abc0f,Word - Applications that are distributed by the Microsoft Store are digitally signed by the Microsoft Store and adding this configuration allows binaries that have gone through the store certification process to be loaded by the application.
WINWORD.EXE,EnforceModuleDependencySigning,On,True,019a8e3f-634a-79aa-ac2f-f701c87abc0f,Word - helps protect against attacks that attempt to substitute code for dlls that are statically linked by Windows binaries.
WINWORD.EXE,EnableRopStackPivot,On,True,019a8e3f-634a-79aa-ac2f-f701c87abc0f,Word - helps protect against the Stack Pivot attack; a ROP attack where an attacker creates a fake stack in heap memory and then tricks the application into returning into the fake stack that controls the flow of execution.
WINWORD.EXE,EnableRopCallerCheck,On,True,019a8e3f-634a-79aa-ac2f-f701c87abc0f,Word - a mitigation for return-oriented programming (ROP) techniques that validates that sensitive APIs were called from a valid caller.
lsass.exe,DisableExtensionPoints,On,False,019a8e3f-99c0-7474-bfdf-8b62b9669627,Local Security Authority Subsystem Service - This mitigation disables various extension points for an application which might be used to establish persistence or elevate privileges of malicious content.
lsass.exe,BlockDynamicCode,On,False,019a8e3f-99c0-7474-bfdf-8b62b9669627,Local Security Authority Subsystem Service - (a.k.a Arbitrary code guard) protects an application from executing dynamically generated code (code that isn't loaded for example from the exe itself or a dll).
lsass.exe,DisallowChildProcessCreation,On,False,019a8e3f-99c0-7474-bfdf-8b62b9669627,Local Security Authority Subsystem Service
lsass.exe,BlockRemoteImageLoads,On,False,019a8e3f-99c0-7474-bfdf-8b62b9669627,Protecting PPL process to prevent loading of DLLs from network locations such as SMB - WebDAV - etc.
lsass.exe,MicrosoftSignedOnly,On,False,019a8e3f-99c0-7474-bfdf-8b62b9669627,(a.k.a Code integrity guard) ensures that all binaries loaded into a process are digitally signed by Microsoft.
SmartScreen.exe,DisableExtensionPoints,On,True,019a8e3f-c76c-7fd0-b249-38e45ce99401,Smart Screen process - This mitigation disables various extension points for an application which might be used to establish persistence or elevate privileges of malicious content.
SmartScreen.exe,CFG,On,True,019a8e3f-c76c-7fd0-b249-38e45ce99401,Smart Screen process - Enabled by default System-Wide
SmartScreen.exe,StrictCFG,On,True,019a8e3f-c76c-7fd0-b249-38e45ce99401,Smart Screen process - In strict mode all binaries loaded into the process must be compiled for Control Flow Guard (or have no executable code in them - such as resource dlls) in order to be loaded.
SmartScreen.exe,MicrosoftSignedOnly,On,True,019a8e3f-c76c-7fd0-b249-38e45ce99401,Smart Screen process - (a.k.a Code integrity guard) ensures that all binaries loaded into a process are digitally signed by Microsoft.
Regsvr32.exe,BlockLowLabelImageLoads,On,True,019a8e3f-f72d-7534-980d-32341781fc17,Register Server - prevents the application from loading files that are untrusted typically because they've been downloaded from the internet from a sandboxed browser.
WindowsSandbox.exe,StrictHandle,On,True,019a8e40-247e-770d-abdd-7c857afda2e2,Windows Sandbox process - A mitigation that helps protect against an attacker using an existing handle to access a protected object.
WindowsSandbox.exe,DisableExtensionPoints,On,True,019a8e40-247e-770d-abdd-7c857afda2e2,Windows Sandbox process - This mitigation disables various extension points for an application which might be used to establish persistence or elevate privileges of malicious content.
WindowsSandbox.exe,CFG,On,True,019a8e40-247e-770d-abdd-7c857afda2e2,Windows Sandbox process - Enabled by default System-Wide
WindowsSandbox.exe,StrictCFG,On,True,019a8e40-247e-770d-abdd-7c857afda2e2,Windows Sandbox process - In strict mode all binaries loaded into the process must be compiled for Control Flow Guard (or have no executable code in them - such as resource dlls) in order to be loaded.
WindowsSandbox.exe,MicrosoftSignedOnly,On,True,019a8e40-247e-770d-abdd-7c857afda2e2,Windows Sandbox process - (a.k.a Code integrity guard) ensures that all binaries loaded into a process are digitally signed by Microsoft.
WindowsSandbox.exe,EnforceModuleDependencySigning,On,True,019a8e40-247e-770d-abdd-7c857afda2e2,Windows Sandbox process - helps protect against attacks that attempt to substitute code for dlls that are statically linked by Windows binaries.
WindowsSandbox.exe,BlockRemoteImageLoads,On,True,019a8e40-247e-770d-abdd-7c857afda2e2,Windows Sandbox process - Prevents the application from loading images from remote devices.
WindowsSandbox.exe,BlockLowLabelImageLoads,On,True,019a8e40-247e-770d-abdd-7c857afda2e2,Windows Sandbox process - prevents the application from loading files that are untrusted typically because they've been downloaded from the internet from a sandboxed browser.
WindowsSandbox.exe,EnableExportAddressFilter,On,True,019a8e40-247e-770d-abdd-7c857afda2e2,Windows Sandbox process - mitigates the risk of malicious code looking at the export address table of all loaded modules to find modules that contain useful APIs for their attack.
WindowsSandbox.exe,EnableExportAddressFilterPlus,On,True,019a8e40-247e-770d-abdd-7c857afda2e2,Windows Sandbox process - (.a.k.a) EAF+ adds protections for other commonly attacked modules by expanding the support of EAF
WindowsSandboxClient.exe,StrictHandle,On,True,019a8e40-799b-7260-b5dd-a5c2bef2c69d,Windows Sandbox process - A mitigation that helps protect against an attacker using an existing handle to access a protected object.
WindowsSandboxClient.exe,DisableExtensionPoints,On,True,019a8e40-799b-7260-b5dd-a5c2bef2c69d,Windows Sandbox process - This mitigation disables various extension points for an application which might be used to establish persistence or elevate privileges of malicious content.
WindowsSandboxClient.exe,CFG,On,True,019a8e40-799b-7260-b5dd-a5c2bef2c69d,Windows Sandbox process - Enabled by default System-Wide
WindowsSandboxClient.exe,StrictCFG,On,True,019a8e40-799b-7260-b5dd-a5c2bef2c69d,Windows Sandbox process - In strict mode all binaries loaded into the process must be compiled for Control Flow Guard (or have no executable code in them - such as resource dlls) in order to be loaded.
WindowsSandboxClient.exe,MicrosoftSignedOnly,On,True,019a8e40-799b-7260-b5dd-a5c2bef2c69d,Windows Sandbox process - (a.k.a Code integrity guard) ensures that all binaries loaded into a process are digitally signed by Microsoft.
WindowsSandboxClient.exe,EnforceModuleDependencySigning,On,True,019a8e40-799b-7260-b5dd-a5c2bef2c69d,Windows Sandbox process - helps protect against attacks that attempt to substitute code for dlls that are statically linked by Windows binaries.
WindowsSandboxClient.exe,BlockRemoteImageLoads,On,True,019a8e40-799b-7260-b5dd-a5c2bef2c69d,Windows Sandbox process - Prevents the application from loading images from remote devices.
WindowsSandboxClient.exe,BlockLowLabelImageLoads,On,True,019a8e40-799b-7260-b5dd-a5c2bef2c69d,Windows Sandbox process - prevents the application from loading files that are untrusted typically because they've been downloaded from the internet from a sandboxed browser.
WindowsSandboxClient.exe,EnableExportAddressFilter,On,True,019a8e40-799b-7260-b5dd-a5c2bef2c69d,Windows Sandbox process - mitigates the risk of malicious code looking at the export address table of all loaded modules to find modules that contain useful APIs for their attack.
WindowsSandboxClient.exe,EnableExportAddressFilterPlus,On,True,019a8e40-799b-7260-b5dd-a5c2bef2c69d,Windows Sandbox process - (.a.k.a) EAF+ adds protections for other commonly attacked modules by expanding the support of EAF
RuntimeBroker.exe,DisableExtensionPoints,On,False,019a8e40-bb74-7c8c-ad7e-06d3f92bac3b,RuntimeBroker - Related to Microsoft Store apps and their permissions - This mitigation disables various extension points for an application which might be used to establish persistence or elevate privileges of malicious content.
RuntimeBroker.exe,CFG,On,False,019a8e40-bb74-7c8c-ad7e-06d3f92bac3b,RuntimeBroker - Related to Microsoft Store apps and their permissions - Enabled by default System-Wide
RuntimeBroker.exe,StrictCFG,On,False,019a8e40-bb74-7c8c-ad7e-06d3f92bac3b,RuntimeBroker - Related to Microsoft Store apps and their permissions - In strict mode all binaries loaded into the process must be compiled for Control Flow Guard (or have no executable code in them - such as resource dlls) in order to be loaded.
RuntimeBroker.exe,EnforceModuleDependencySigning,On,False,019a8e40-bb74-7c8c-ad7e-06d3f92bac3b,RuntimeBroker - Related to Microsoft Store apps and their permissions - helps protect against attacks that attempt to substitute code for dlls that are statically linked by Windows binaries.
